学校id,学校名称,学校层次,学校类型,所处地区,招生办电话,招生办官网
2552,江苏师范大学科文学院,普通本科,综合类,江苏,"0516-80270222,0516-83403587,0516-80270277",http://kwxy.jsnu.edu.cn/_t2086/main.htm
2553,南京邮电大学通达学院,普通本科,综合类,江苏,"025-89716199,025-89716166",http://zjc.nytdc.edu.cn/
2554,江苏科技大学苏州理工学院,普通本科,综合类,江苏,"0512-56731090,0512-56731091,0512-56731092",http://zs.justsit.edu.cn/
2555,南通大学杏林学院,普通本科,综合类,江苏,0513-85015987,http://xlxy.ntu.edu.cn/3052/list.htm
2557,明达职业技术学院,专科（高职）,理工类,江苏射阳县,"0515-82314629,0515-82314620,0515-82315089,0515-0515823",http://zskx.mdut.cn/
2558,苏州信息职业技术学院,专科（高职）,理工类,江苏虎丘区,"0512-63118838,0512-63118999",http://www.szitu.cn/news/7/11
2559,苏州高博软件技术职业学院,专科（高职）,理工类,江苏,"0512-62833125,0512-68836191",http://zs.gist.edu.cn/
2560,西安交通大学城市学院,普通本科,理工类,陕西碑林区,029-86652007,http://zhaoban.xjtucc.cn
2561,西安工商学院,普通本科,综合类,陕西高陵区,"029-63609561,029-63609668,029-63609818",http://zs.bxait.cn
2562,西安明德理工学院,普通本科,综合类,陕西长安区,"029-85603066,029-85603067,029-85603052",http://www.mdit.edu.cn/zsxb/sy.htm
2563,西安科技大学高新学院,普通本科,理工类,陕西,029-81552000,http://www.gxxyzs.com
2564,西安理工大学高科学院,普通本科,理工类,陕西新城区,029-81898868,http://www.xthtc.com/index.php?s=/Index/column/s/2/c/223
2565,西安医学高等专科学校,专科（高职）,医药类,陕西,"029-81483333,029-81483456,029-88225974",http://zsw.xagdyz.com/
2566,兴义民族师范学院,普通本科,师范类,贵州,0859-3236966,http://zsjy.xynun.edu.cn
2567,贵州工业职业技术学院,专科（高职）,理工类,贵州,"0851-84706856,0851-84706383",http://www.gzky.edu.cn/zsxxw/
2568,毕节职业技术学院,专科（高职）,综合类,贵州,"0857-8330476,0857-8330818",https://www.gzbjzy.cn/zjc/zsw/index.asp
2569,贵州职业技术学院,专科（高职）,综合类,贵州,"0851-86867111,0851-84129708",http://zsw.gzvti.com
2570,贵州师范大学求是学院,普通本科,师范类,贵州,"0851-86771489,0851-86770323",http://qsxy.gznu.edu.cn/zsxx/
2571,遵义医科大学医学与科技学院,普通本科,医药类,贵州红花岗区,"0851-23138982,0851-23138983",http://zhaosheng.mts.zmu.edu.cn/
2572,贵州中医药大学时珍学院,普通本科,医药类,贵州南明区,"0851-5652605,0851-5652049",http://www.gzyszxy.cn/szxy/zsxxw/index.jhtml
2573,贵州财经大学商务学院,普通本科,财经类,贵州,"0854-7065553,0854-7065551,0854-7065552",
2574,贵州民族大学人文科技学院,普通本科,民族类,贵州,"0851-88308990,0851-88202150",http://xsgzc.gzmdrw.cn/rw/welcome/1349505060273288
2575,贵州医科大学神奇民族医药学院,普通本科,医药类,贵州南明区,0851-88302205,http://zsw.gysqxy.edu.cn/
2576,宁夏大学新华学院,普通本科,综合类,宁夏兴庆区,0951-2062548,http://xinhua.nxu.edu.cn/zsw/
2577,三亚理工职业学院,专科（高职）,理工类,海南,"400-887-3005,0898-88350000,0898-88351111",http://www.ucsanya.com/zsjy.asp?did=66&id=69
2602,香港教育大学,普通本科,综合类,香港大埔区,852-29487654,http://www.eduhk.hk
2604,衢州学院,普通本科,综合类,浙江,0570-8015711,http://zs.qzc.edu.cn/main.htm
2606,福建江夏学院,普通本科,财经类,福建,"0591-23535033,0591-23531322",https://zsb.fjjxu.edu.cn/
2607,齐鲁师范学院,普通本科,师范类,山东,"0531-66778289,0531-66778290",http://zsxxn.qlnu.edu.cn/
2608,山东青年政治学院,普通本科,综合类,山东,0531-58997707,https://zsb.sdyu.edu.cn/
2609,山东女子学院,普通本科,综合类,山东,"0531-82051817,0531-86526113",http://zsxx.sdwu.edu.cn
2610,广东第二师范学院,普通本科,师范类,广东,"020-34113327,020-34113555",http://web.gdei.edu.cn/zsb/
2614,北京第二外国语学院,普通本科,语言类,北京朝阳区,010-65778007,https://zs.bisu.edu.cn/
2615,中国矿业大学银川学院,普通本科,综合类,宁夏,"0951-5181999,0951-5181888",
2616,内蒙古科技大学包头医学院,普通本科,医药类,内蒙古东河区,0472-7167734,http://www.btmc.cn/zsxxw/
2617,内蒙古科技大学包头师范学院,普通本科,师范类,内蒙古青山区,"0472-6193093,6193092",http://zsw.bttc.edu.cn/
2619,香港岭南大学,普通本科,综合类,香港屯门区,852-26168750,http://www.LN.edu.hk/reg/info/mainland
2620,解放军空军勤务学院,普通本科,军事类,江苏鼓楼区,,
2621,中国人民解放军海军大连舰艇学院,普通本科,军事类,辽宁,,
2622,中国人民解放军海军工程大学,普通本科,军事类,湖北,,
2623,中国人民解放军空军航空大学,普通本科,军事类,吉林,,
2625,解放军电子工程学院,普通本科,军事类,安徽蜀山区,,
2626,香港浸会大学,普通本科,综合类,香港深水埗区,852-34112220,http://www.hkbu.edu.hk/ar/admissions/mainland
2628,桂林理工大学博文管理学院,普通本科,理工类,广西叠彩区,"0773-8998009,0773-8998018,0773-8998088",https://a.bwgl.cn/website/site/BLfY3bnqiiLMhWUS
2629,北京体育职业学院,专科（高职）,体育类,北京丰台区,010-87280851,http://www.bjtzhy.org/bjtzhy/zsjy/zsjz/index.html
2631,新疆政法学院,普通本科,理工类,新疆石河子市,"0993-2058175,0993-2058898",
2632,长安大学兴华学院,普通本科,综合类,陕西,"029-88751800,029-88751079",http://59.74.124.7:8013/website/index.aspx
2637,北京交通运输职业学院,专科（高职）,综合类,北京海淀区,"010-69204968,010-69232401,010-69268279",http://www.bjjt.edu.cn/zsjy/zzzs.htm
2638,河南医学高等专科学校,专科（高职）,医药类,河南,"0371-62576816,0371-62576699",http://zsw.hamc.edu.cn/
2640,浙江外国语学院,普通本科,语言类,浙江上城区,"0571-88213107,0571-88219311",http://zs.zisu.edu.cn/
2641,北京艺术传媒职业学院,专科（高职）,财经类,北京海淀区,"010-58714111,010-58714113",http://zsxx.bjamu.cn/index.jsp
2642,承德护理职业学院,专科（高职）,医药类,河北,"0314-2157600,0314-2158003",http://www.cdni.cn/zhaosheng/xinxi/
2643,廊坊燕京职业技术学院,专科（高职）,综合类,河北安次区,"0316-3669104,0316-3669124",http://zsjyxx.lfyjzjxy.com/
2644,阳泉师范高等专科学校,专科（高职）,师范类,山西,"0353-6160071,0353-6166071",http://www.sxyqsz.cn/s.php/zhaosheng
2646,大同煤炭职业技术学院,专科（高职）,理工类,山西,"0352-7057076,0352-7057362",
2647,晋中师范高等专科学校,专科（高职）,师范类,山西,0354-3127188,http://zsjycyc.sxjzsf.edu.cn/
2648,内蒙古工业职业学院,专科（高职）,综合类,内蒙古,"0471-7398378,0471-4902538",
2649,呼伦贝尔职业技术学院,专科（高职）,综合类,内蒙古,"0470-2283111,0470-2283112,0470-2283113",http://zs.hlbrzy.com/
2650,满洲里俄语职业学院,专科（高职）,语言类,内蒙古满洲里市,"0470-6242098,0470-6242099",http://zsxx.mzlxy.cn/
2651,辽宁城市建设职业技术学院,专科（高职）,理工类,辽宁,"024-86609918,024-86609919,13804900399,13604900499",http://www.lncjxy.com/zsjyc
2652,辽宁工程职业学院,专科（高职）,理工类,辽宁,"024-72230333,024-72230555",http://zs.lngczyxy.com/
2654,辽宁医药职业学院,专科（高职）,医药类,辽宁,"024-89800928,024-89829368",http://www.lnyyzyxy.com/zhaosheng/
2655,辽宁冶金职业技术学院,专科（高职）,理工类,辽宁明山区,"024-47265999,024-47139288",http://lnyj.net/zsgz/
2656,铁岭卫生职业学院,专科（高职）,医药类,辽宁,"024-72211555,024-72813572,024-72216820",http://www.lntlhc.com/100/list.htm
2657,吉林科技职业技术学院,专科（高职）,理工类,吉林,0431-85071877,http://www.jilinkj.com/about_us1111.html
2659,黑龙江农垦科技职业学院,专科（高职）,农林类,黑龙江松北区,"0451-53972002,0451-53980637",http://www.nkkjxy.org.cn/zhaosheng/
2660,黑龙江护理高等专科学校,专科（高职）,医药类,黑龙江,"0451-53631344,0451-55656245",http://www.hljhlgz.org.cn/xxgk1/zsks.htm
2662,苏州工业园区服务外包职业学院,专科（高职）,理工类,江苏,"0512-62933888,0512-62932251,0512-62932092",
2663,宿迁泽达职业技术学院,专科（高职）,其他,江苏,"0527-84258855,0527-84258866,0527-84258868",http://www.zdct.cn/web/recruit/main
2664,皖西卫生职业学院,专科（高职）,医药类,安徽,"0564-3380111,0564-3166113",https://www.wahvc.edu.cn/xsc/
2665,桐城师范高等专科学校,专科（高职）,师范类,安徽,"0556-6123028,0556-6121372",http://www.tctc.edu.cn/zjc/
2666,黄山职业技术学院,专科（高职）,综合类,安徽,"0559-2596966,0559-2596955",http://zsw.hszy.edu.cn
2667,滁州城市职业学院,专科（高职）,财经类,安徽,"0550-3566045,0550-3566123",http://zsjyc.czcvc.net/
2668,安徽汽车职业技术学院,专科（高职）,理工类,安徽,"0551-62298688,0551-62298668",http://www.jacedu.cn/index.php/zhaoshengzixun.html
2669,青岛远洋船员职业学院,专科（高职）,综合类,山东,"0532-85752335,0532-85752305",http://www.qmc.edu.cn/zhaosheng/
2670,长垣烹饪职业技术学院,专科（高职）,其他,河南,"0373-8872228,0373-8892228",http://www.cyprxy.edu.cn/e/action/ListInfo/?classid=61
2671,河南应用技术职业学院,专科（高职）,理工类,河南,"0371-67842026,0371-67842135,0371-67842209",http://www.hati.edu.cn/sites/xbzsc/index.html
2672,河南艺术职业学院,专科（高职）,艺术类,河南,"0371-60867601,0371-60867656",http://www.hnyszyxy.net/zsjy/zsxx.htm
2673,焦作工贸职业学院,专科（高职）,理工类,河南解放区,0391-5282019,http://www.jzgmxy.com/zsbgs/
2674,开封文化艺术职业学院,专科（高职）,综合类,河南,"0371-22861199,0371-22861166",http://www.kfwyxy.edu.cn/zs/
2675,许昌陶瓷职业学院,专科（高职）,理工类,河南,0374-8020001,
2676,郑州理工职业学院,专科（高职）,理工类,河南,0371-56657099,http://zsc.zzlgxy.net/
2677,郑州信息工程职业学院,专科（高职）,理工类,河南,0371-64962200,http://www.zxxyedu.com/zsjy/zhaosheng/
2678,湖南高尔夫旅游职业学院,专科（高职）,综合类,湖南,0736-2823333,http://www.hngolfedu.cn/AdmissionsNetwork/list.aspx
2679,湖南工商职业学院,专科（高职）,理工类,湖南,"0734-8593338,0734-8593358",http://www.hngsxy.com/pages/anon/gszxxyZSW.html
2680,广州华夏职业学院,专科（高职）,综合类,广东荔湾区,"020-87865222,020-87864999",http://zsw.gzhxtc.edu.cn/
2681,广州华商职业学院,专科（高职）,综合类,广东,020-32882222,http://zsb.gzhsvc.edu.cn/
2682,广东南方职业学院,专科（高职）,综合类,广东江海区,"0750-3963333,0750-3073886",https://www.gdnfu.com/a/zhaoshengjiuye/zhaoshengbangongshi/
2683,广东环境保护工程职业学院,专科（高职）,理工类,广东,"0757-81773122,0757-81773133",https://zs.gdpepe.edu.cn/
2684,东莞职业技术学院,专科（高职）,理工类,广东全市,"0769-23306889,0769-23306887",http://zsxx.dgpt.edu.cn
2686,广西现代职业技术学院,专科（高职）,综合类,广西,"0778-2112388,0778-2102260",http://zsc.gxxd.net.cn/
2687,广西卫生职业技术学院,专科（高职）,医药类,广西,"0771-2847911,0771-2853620",http://www.gxwzy.com.cn/normalcolumn.aspx?type=50
2688,广西科技职业学院,专科（高职）,理工类,广西江州区,"0771-7519166,0771-7519001",http://www.gxkjzy.com/html/61.html
2689,海南工商职业学院,专科（高职）,综合类,海南,"0898-65200180,0898-65200181,0898-65200189",http://zsxx.hntbc.edu.cn/index.php
2690,重庆旅游职业学院,专科（高职）,综合类,重庆黔江区,"023-85086111,023-85086683",http://www.cqvit.com/html/12/Index.shtml
2691,重庆交通职业学院,专科（高职）,理工类,重庆江津区,023-63437777,http://www.cqjy.edu.cn/Manage/zsc.aspx?Typeid=23
2692,云南商务职业学院,专科（高职）,财经类,云南,"0871-67977196,0871-67977197,0871-67977198",
2693,榆林职业技术学院,专科（高职）,理工类,陕西,"0912-3456004,0912-3456444,0912-3456005",http://www.yulinvtc.com.cn/zsw/
2694,陕西工商职业学院,专科（高职）,理工类,陕西,029-81896100,http://gszsjy.snbcedu.cn/
2695,甘肃机电职业技术学院,专科（高职）,理工类,甘肃秦州区,0938-8361482,http://zsjy.gsjdxy.edu.cn/
2696,天津外国语大学滨海外事学院,普通本科,语言类,天津滨海新区,"022-63250161,022-63257152",http://bhws.tjfsu.edu.cn/zsxx/
2699,重庆化工职业学院,专科（高职）,理工类,重庆江北区,"023-81886088,023-81886099",http://zsc.cqcivc.edu.cn/
2700,北京经济管理职业学院,专科（高职）,财经类,北京朝阳区,"010-64709690,010-64720773",https://zsb.biem.edu.cn/
2809,澳门科技大学,普通本科,综合类,澳门嘉模堂区,853-88972221,http://www.must.edu.mo/
2810,澳门大学,普通本科,综合类,澳门嘉模堂区,853-88228833,http://www.umac.mo/
2811,澳门旅游学院,普通本科,综合类,澳门嘉模堂区,853 2856 1252,http://www.ift.edu.mo
2814,首都师范大学继续教育学院,普通本科,师范类,北京海淀区,010-68901570,http://jxjyxy.cnu.edu.cn/zsxx/crgdjy/index.htm
2815,陕西学前师范学院,普通本科,师范类,陕西,"029-81530100,029-81530210,029-85370100",http://zsw.snsy.edu.cn/zsw/index.aspx
2817,济南护理职业学院,专科（高职）,医药类,山东,"0531-87954412,0531-87192205,0531-87192206",http://www.sdjnwx.com/include.aspx?code=10160002&cid=111
2818,重庆艺术工程职业学院,专科（高职）,艺术类,重庆铜梁区,"023-45660252,023-45660251",https://zb.cqysxy.com/default.jsp?m=pc&amp;a=article_list&amp;tid=14
2819,重庆经贸职业学院,专科（高职）,财经类,重庆黔江区,"023-79311888,023-79320888",http://zs.cqvcet.com/
2820,重庆公共运输职业学院,专科（高职）,理工类,重庆江津区,"023-47289907,023-47289908",http://www.cqgyzy.com/index.php?a=lists&c=index&catid=13&m=content
2821,重庆电信职业学院,专科（高职）,理工类,重庆大足区,"023-66291555,023-49633888,023-49633933",http://zsw.cqtcedu.com/
2830,武警福州指挥学院,普通本科,军事类,福建长乐市,,
2833,华北理工大学轻工学院,普通本科,理工类,河北开平区,"0315-7877266,0315-7877288",http://www.qgxy.cn/recr/
2834,广西外国语学院,普通本科,综合类,广西,"0771-4797113,0771-4797126,0771-4797229",http://zs.gxufl.com/
2835,广东科技学院,普通本科,综合类,广东全市,"0769-86211555,0769-86211666,0769-86211777,0769-86211999,0769-86211801",http://zs.gdust.edu.cn/
2836,郑州升达经贸管理学院,普通本科,财经类,河南,0371-62436243,https://www.shengda.edu.cn/zhao/
2837,山东协和学院,普通本科,医药类,山东,"0531-88795666,0531-88795777",http://www.sdxiehe.com/zs/
2838,福州外语外贸学院,普通本科,财经类,福建,"0591-83560666,0591-83560939",http://www.fzfu.com/zsb/
2839,安徽外国语学院,普通本科,语言类,安徽,"0551-68589666,0551-68589555",http://www.aisu.edu.cn/zsb/
2840,山西工商学院,普通本科,财经类,山西,"0351-7965790,0351-7965792,0351-7965795",http://www.sxtbu.net/department/zsb/
2841,河北科技学院,普通本科,理工类,河北,"0312-2195866,0312-2195966",http://www.hbkjxy.cn/html/xyzsw/
2842,商丘学院,普通本科,综合类,河南,"0370-3167666,0370-3699999",https://www.sqxy.edu.cn/squ_zsb/
2843,南昌工学院,普通本科,理工类,江西,"0791-87713759,0791-87713755,0791-87713758",http://zsb.ncpu.edu.cn
2844,北京电影学院现代创意媒体学院,普通本科,艺术类,山东黄岛区,"0532-86703000,0532-86936825",http://www.bfamcmc.edu.cn/bkzs/zsjz.htm
2846,陕西服装工程学院,普通本科,综合类,陕西,"029-38114101,029-38114102",http://www.sxfu.org/AdmitStudents/Home/Index
2847,华北理工大学冀唐学院,普通本科,医药类,河北,0315-8819023,http://zsjy.jtxy.ncst.edu.cn/
2849,齐齐哈尔理工职业学院,专科（高职）,理工类,黑龙江,0452-6805486,http://www.qlgxy.com/news/85.html
2853,石家庄经济职业学院,专科（高职）,财经类,河北,"0311-88247985,0311-88247986,0311-88247987",http://www.sjzjjxy.com/xxzs
2854,廊坊卫生职业学院,专科（高职）,医药类,河北,"0316-6021111,0316-6026636,0316-6026616",http://www.lfwx.net:8021/zsjy/default.html
2855,河北环境工程学院,普通本科,综合类,河北,"0335-7815777,0335-7815802",https://www.hebuee.edu.cn/zsw/
2856,河北青年管理干部学院,专科（高职）,综合类,河北裕华区,0311-87251616,http://www.hbqgy.cn/zsjynav/index.jhtml
2857,石家庄幼儿师范高等专科学校,专科（高职）,师范类,河北,"0311-83930335,0311-83932281",http://zsw.sjzysgz.com/
2858,河北轨道运输职业技术学院,专科（高职）,理工类,河北,"0311-87088807,0311-87817776,0311-87923149",http://www.hbgdys.cn/zhaoshengzhengce
2859,河北地质职工大学,专科（高职）,理工类,河北新华区,"0311-83605154,0311-83633725",https://www.dkyaolan.com/plus/list.php?tid=44
2861,山西青年职业学院,专科（高职）,综合类,山西万柏林区,"0351-8378417,0351-2029066",http://www.sxqzy.cn/enroll/index/index.html?id=52
2862,山西传媒学院,普通本科,综合类,山西杏花岭区,"0351-2772155,0351-2772156",http://zsw.cusx.edu.cn/
2864,运城护理职业学院,专科（高职）,医药类,山西,"0359-2510888,0359-2510022",https://www.ychlxy.com/zsjyc/
2865,山西卫生健康职业学院,专科（高职）,医药类,山西榆次区,0351-2253143,http://zs.jxyjxy.com/
2868,四川长江职业学院,专科（高职）,理工类,四川,"028-84686008,028-84686941",http://zs.sccvc.com/
2869,成都师范学院,普通本科,师范类,四川,028-66772145,
2885,赣州师范高等专科学校,专科（高职）,师范类,江西,"0797-8363272,0797-8363218",http://zy.ganzhsz.cn/s.php/zsjy/
2886,吉林省经济管理干部学院,专科（高职）,财经类,吉林朝阳区,0431-8932-5111/5222/5333,http://new.jemcc.net/admission/
2887,江西服装学院,普通本科,艺术类,江西,"0791-85158888,0791-85164453",http://zsb.jift.edu.cn
2888,江西工商职业技术学院,专科（高职）,理工类,江西新建区,"0791-85129999,0791-85155355",http://www.jxgsxy.net/zhaoshengxinxiwang/
2889,南昌师范学院,普通本科,师范类,江西东湖区,"0791-83816017,0791-83811781,0791-83818931",http://zjc.ncnu.edu.cn/
2891,江西医学高等专科学校,专科（高职）,医药类,江西信州区,"0793-7089428,0793-7089418",http://zsjy.jxyxgz.cn/
2893,解放军军事经济学院,普通本科,军事类,重庆沙坪坝区,,
2897,潍坊工程职业学院,专科（高职）,理工类,山东,0536-3277087,http://zs.wfec.cn/
2902,张家口学院,普通本科,师范类,河北崇礼区,"0313-8161730,0313-8161803",http://zsc.zjku.edu.cn/
2905,宁波幼儿师范高等专科学校,专科（高职）,师范类,浙江江北区,"0574-87212325,0574-87200222,0574-87203028,0574-87200217,0574-87203011",https://zsw.nbei.net/main.htm
2906,南阳职业学院,专科（高职）,综合类,河南卧龙区,"0377-60551111,0377-60396693",http://zsw.nyvc.edu.cn/
2907,安阳幼儿师范高等专科学校,专科（高职）,师范类,河南,"0372-8806001,0372-3807392",http://120.194.52.194:8086/zsjyweb_index_index.action
2910,吉林城市职业技术学院,专科（高职）,理工类,吉林,0431-82633888,http://zhaosheng.jlcsxy.com/
2911,新疆体育职业技术学院,专科（高职）,体育类,新疆,"0991-2574567,0991-2557491",
2912,河南机电职业学院,专科（高职）,理工类,河南,0371-85901035,
2913,许昌电气职业学院,专科（高职）,理工类,河南,"0374-3189559,0374-3189779",http://zhaosheng.xcevc.cn
2914,鹤壁汽车工程职业学院,专科（高职）,理工类,河南,"0392-3221100,0392-3221020",http://www.hbqcxy.com/html/zsw/index.html
2915,重庆安全技术职业学院,专科（高职）,理工类,重庆万州区,"023-58567733,023-58311029",https://zsjy.cqvist.net/
2916,重庆轻工职业学院,专科（高职）,综合类,重庆九龙坡区,"023-86972266,023-86972299",http://www.cqivc.com/zsxx/
2917,四川电影电视学院,普通本科,艺术类,四川,"028-87512806,028-87516537",http://zjc.scftvc.com/
2918,四川汽车职业技术学院,专科（高职）,理工类,四川涪城区,"0816-2379161,13778008829",http://zsjyc.scavtc.com/
2919,四川卫生康复职业学院,专科（高职）,医药类,四川,"0813-8227706,0813-8122627,0813-8122628",http://www.svchr.edu.cn/Page.aspx?Id=283
2920,川北幼儿师范高等专科学校,专科（高职）,师范类,四川,"0839-3342339,0839-3300826,0839-3305296,0839-3372775",http://zsw.cbyz.edu.cn/
2921,安徽卫生健康职业学院,专科（高职）,综合类,安徽,"0566-2125717,0566-2121570",http://zs.ahwsjkxy.cn/
2922,安徽黄梅戏艺术职业学院,专科（高职）,艺术类,安徽,"0556-5512811,0556-5512152",http://www.ahmxx.cn/zhao/
2923,安徽扬子职业技术学院,专科（高职）,理工类,安徽,"0553-3918928,0553-3918791",
2926,安徽经济管理干部学院,专科（高职）,财经类,安徽包河区,0551-63415915,http://www.ahsa.edu.cn/SortHtml/1/97871071572.html?tdsourcetag=s_pcqq_aiomsg
2927,天门职业学院,专科（高职）,理工类,湖北天门市,"0728-5232050,0728-5364001",
2928,山东海事职业学院,专科（高职）,综合类,山东坊子区,"0536-5128996,0536-5128998",http://zsb.sdm.net.cn/
2930,湖南食品药品职业学院,专科（高职）,医药类,湖南,"0731-83868518,0731-83868519",http://www.hnyzy.cn/zsw/
2931,洛阳职业技术学院,专科（高职）,综合类,河南吉利区,0379-62231865,http://zjc.lypt.edu.cn/
2933,湖南有色金属职业技术学院,专科（高职）,综合类,湖南,"0731-22713079,0731-22713066,0731-22713033",http://zsxxw.hnyszy.com.cn/
2934,上海民航职业技术学院,专科（高职）,综合类,上海徐汇区,021-34693230,http://zs.shcac.edu.cn/
2935,内蒙古能源职业学院,专科（高职）,理工类,内蒙古,"0471-5221833,0471-5221828",http://www.nmpower.cn/
2936,阿拉善职业技术学院,专科（高职）,综合类,内蒙古,"0483-8337222,0483-8337295",http://zsjyc.alszyxy.cn/tzgg/zsxx.htm
2938,赤峰工业职业技术学院,专科（高职）,理工类,内蒙古,"0476-5890310,0476-5890311",http://zsc.cfgy.cn/
2939,内蒙古美术职业学院,专科（高职）,艺术类,内蒙古磴口县,"0478-8315444,0478-8315536",http://www.nmgmsxy.net/a/zhaoshengjiuye/
2941,南方科技大学,普通本科,理工类,广东,"0755-88010500,0755-88010507,0755-88010504",https://www.sustech.edu.cn/
2942,广州东华职业学院,专科（高职）,综合类,广东,"020-87470138,020-22693188",http://www.gzdhxy.edu.cn/zszx/index.aspx
2943,广东舞蹈戏剧职业学院,专科（高职）,艺术类,广东,"020-87047495,020-87047560",https://www.gdddc.edu.cn/zsjy/zsxx/zsjyzxdt.htm
2944,广东信息工程职业学院,专科（高职）,理工类,广东,0758-3630628,http://zs.xxgcxy.cn:3389/
2945,广东青年职业学院,专科（高职）,综合类,广东越秀区,"020-37250935,020-37250936",http://zs.gdyvc.cn/
2946,广东创新科技职业学院,专科（高职）,理工类,广东,"0769-83076600,0769-83076606",http://www.gdcxxy.edu.cn/zsjyb/
2947,惠州卫生职业技术学院,专科（高职）,医药类,广东,"0752-2366800,0752-2366788",http://zsw.hzhsp.edu.cn/
2948,襄阳汽车职业技术学院,专科（高职）,理工类,湖北,"0710-3069875,0710-3069876,0710-3069877",http://zsb.xyqczy.com/
2949,湖北体育职业学院,专科（高职）,体育类,湖北,027-87780732,http://www.hbtyzy.com/News.asp?uidA=1034
2952,甘肃有色冶金职业技术学院,专科（高职）,理工类,甘肃,"0935-8326630,0935-8326631",https://www.gsysyj.org/zsc/
2954,泉州幼儿师范高等专科学校,专科（高职）,师范类,福建,"0595-22392291,0595-28852265",http://www.qzygz.net/zsjycy/zsdt.htm
2955,延边职业技术学院,专科（高职）,理工类,吉林,0433-2215850,http://www.ybvtc.com/zs/
2958,新疆应用职业技术学院,专科（高职）,理工类,新疆,"0992-6809111,0992-6809112",http://zsw.xjyyedu.cn/index.html
2959,济南幼儿师范高等专科学校,专科（高职）,师范类,山东,0531-87207777,http://zsb.sdm.net.cn/zsjz.htm
2960,泰山护理职业学院,专科（高职）,医药类,山东,"0538-8082828,0538-8082808,0538-8082728",http://www.tshlzyxy.com/style3_html/zsjywindex.html
2961,潍坊护理职业学院,专科（高职）,医药类,山东寒亭区,"0536-3278236,0536-3278535",http://zhaosheng.wfhlxy.com/
2963,景德镇陶瓷职业技术学院,专科（高职）,理工类,江西,"0798-2898999,0798-2627199",
2965,北京卫生职业学院,专科（高职）,医药类,北京通州区,"010-63209026,010-63209027,010-63209118",http://zs.bjwszyxy.com
2966,山东财经大学燕山学院,普通本科,财经类,山东,0531-89707258,http://zs.ys.sdufe.edu.cn/
2969,河南推拿职业学院,专科（高职）,医药类,河南,"0379-65234003,0379-65232020",http://zs.hnzjschool.com/
2970,福建幼儿师范高等专科学校,专科（高职）,师范类,福建,"0591-87912254,0591-87957750",http://www.fjys.edu.cn/fjys/zsjy/
2971,中国人民解放军陆军炮兵防空兵学院,普通本科,军事类,安徽蜀山区,,
2972,解放军南京陆军指挥学院,普通本科,军事类,江苏浦口区,,
2973,中国人民解放军陆军步兵学院,普通本科,军事类,江西东湖区,"0791-86871299,0791-86872299",
2975,中国人民解放军国防信息学院,普通本科,军事类,湖北江岸区,,
2977,解放军工程兵学院,普通本科,军事类,江苏云龙区,,
2978,中国人民解放军海军潜艇学院,普通本科,军事类,山东,0532-83958195,http://qtxy.mil.cn/zsxx/
2979,解放军海军陆战学院,普通本科,军事类,广东越秀区,,
2982,解放军空军哈尔滨飞行学院,普通本科,军事类,黑龙江南岗区,,
2983,解放军空军指挥学院,普通本科,军事类,北京海淀区,,
2985,解放军空军第一航空学院,普通本科,军事类,河南浉河区,,
2986,解放军空军西安飞行学院,普通本科,军事类,陕西鄠邑区,,
2988,中国人民解放军火箭军指挥学院,普通本科,军事类,湖北江岸区,,
2989,解放军装甲兵学院,普通本科,军事类,安徽蚌山区,,
2990,解放军装甲兵技术学院,普通本科,军事类,吉林南关区,,
2992,中国人民解放军陆军边海防学院,普通本科,军事类,陕西,"029-84722540,029-84722536",
2994,武警指挥学院,普通本科,军事类,天津津南区,,
2995,中国人民武装警察部队警官学院,普通本科,军事类,四川双流区,028-85637730,
2996,贵州理工学院,普通本科,理工类,贵州观山湖区,0851-82211608,https://www.git.edu.cn/zs/
3000,北京理工大学国际教育学院,普通本科,理工类,北京海淀区,"010-68918283,010-68918600",
3004,山东管理学院,普通本科,综合类,山东,0531-88960001,http://zs.sdmu.edu.cn/
3005,山东农业工程学院,普通本科,综合类,山东济阳区,"0531-88913864,0531-85593864",https://www.sdaeu.edu.cn/zsxx/
3006,北京航空航天大学软件学院,普通本科,理工类,北京海淀区,"010-82310690,82310625",http://soft.buaa.edu.cn/zsbm/zstd.htm
3007,香港公开大学,普通本科,综合类,香港九龙城区,（852）2711-2100,http://www.ouhk.edu.hk
3008,香港珠海学院,普通本科,理工类,香港屯门区,18776762521,https://www.chuhai.edu.hk/
3035,郑州幼儿师范高等专科学校,专科（高职）,师范类,河南,"0371-66215318,0371-56253610",https://www.zzyszsjy.com/zyedu/p/page/index.html#/?type=0
3036,郑州黄河护理职业学院,专科（高职）,医药类,河南,"0371-67898118,0371-67898139",http://zyrnvc.com/zhaoshengbu
3037,长沙卫生职业学院,专科（高职）,医药类,湖南,"0731-84015904,0731-84015932",http://zsw.cswszy.com
3039,上海纽约大学,普通本科,综合类,上海浦东新区,021-20595599,http://shanghai.nyu.edu/cn/zsb
3040,河南护理职业学院,专科（高职）,医药类,河南文峰区,"0372-5365811,0372-2294330,0372-2226826",http://zsjy.hnnvc.edu.cn
3041,昆明卫生职业学院,专科（高职）,医药类,云南,"0871-67883123,0871-68301823",http://www.kmhpc.net/list/kmwsxymain/4/211/auto/2/0.html
